Comment,Toxic
You are very talented. valuable Have a nice day.,0
I think You are a loser. Please improve.,1
Keep up the good work. smart Thanks!,0
"Personally, This is amazing. Everyone agrees.",0
"Personally, Shut up. ridiculous That's all.",1
I think Wonderful project. valuable Everyone agrees.,0
"In my opinion, I really appreciate your effort. excellent Have a nice day.",0
"Personally, Your ideas are terrible. Thanks!",1
"In my opinion, This is the dumbest thing I've seen.",1
"In my opinion, Terrible explanation. Thanks!",1
"Honestly, Terrible explanation. That's all.",1
"Honestly, Fantastic work. polite Everyone agrees.",0
I think Great presentation.,0
Very informative content. Thanks!,0
"Seriously, You are so dumb. Keep it up.",1
"Seriously, I completely agree with your opinion. perfect Have a nice day.",0
"In my opinion, What a waste. pathetic",1
"Seriously, Nobody likes you.",1
You are stupid. dumb Have a nice day.,1
I think You are an idiot. Have a nice day.,1
"Honestly, Your ideas are terrible. Everyone agrees.",1
"In my opinion, Nobody likes you. pathetic Please improve.",1
What a waste. dumb Keep it up.,1
"Honestly, Excellent explanation. Please improve.",0
I think Great presentation. Please improve.,0
Great presentation. impressive Thanks!,0
I think Nobody likes you. annoying Better luck next time.,1
"Personally, You are stupid. garbage That's all.",1
"Honestly, Your ideas are terrible. useless Keep it up.",1
"Seriously, This is the dumbest thing I've seen. dumb Have a nice day.",1
"Honestly, This tutorial is very useful. perfect Thanks!",0
"Honestly, You make no sense. ridiculous Have a nice day.",1
"Seriously, You are an inspiration.",0
"Seriously, You are very talented. Everyone agrees.",0
I think Wonderful project. That's all.,0
"Personally, You are stupid. stupid Better luck next time.",1
"Honestly, This tutorial is very useful. nice Have a nice day.",0
"Personally, You should quit. horrible Thanks!",1
I think You are an inspiration. excellent Better luck next time.,0
"In my opinion, Your ideas are terrible. horrible Keep it up.",1
Stop posting rubbish. Have a nice day.,1
I completely agree with your opinion. helpful,0
"Seriously, Terrible explanation. Please improve.",1
"Honestly, This made my day. nice Keep it up.",0
"Personally, Nobody likes you. garbage",1
"In my opinion, This tutorial is very useful. Keep it up.",0
"Seriously, You are stupid. pathetic Everyone agrees.",1
"Honestly, Looking forward to more videos. Keep it up.",0
I think This made my day. valuable Everyone agrees.,0
Wonderful project. nice Have a nice day.,0
"Personally, Brilliant idea. polite",0
"In my opinion, Well explained. Thanks!",0
Thank you for your help. Have a nice day.,0
"Honestly, Your ideas are terrible. horrible Have a nice day.",1
"Seriously, Great presentation.",0
"Honestly, Excellent explanation. Please improve.",0
"Seriously, This is nonsense. pathetic Thanks!",1
"Personally, Very informative content. polite Better luck next time.",0
"Personally, Your work is outstanding. kind Keep it up.",0
"Honestly, Stop posting rubbish. annoying Everyone agrees.",1
"Personally, This is the dumbest thing I've seen. useless Keep it up.",1
"In my opinion, You should quit. useless Everyone agrees.",1
"Seriously, Pathetic work. trash Keep it up.",1
I think Your work is outstanding. smart Have a nice day.,0
"Honestly, Great presentation. kind That's all.",0
"Personally, Very informative content. Keep it up.",0
You are an idiot. Have a nice day.,1
Your ideas are terrible. stupid Please improve.,1
"Seriously, Absolutely ridiculous. trash",1
"Honestly, Shut up. stupid Please improve.",1
"Honestly, You are stupid. useless That's all.",1
"In my opinion, This made my day. excellent Better luck next time.",0
"Honestly, This tutorial is very useful. creative Have a nice day.",0
"Personally, This made my day. perfect Better luck next time.",0
"In my opinion, Your work is outstanding. awesome Everyone agrees.",0
I think Your work is outstanding. smart Better luck next time.,0
"Honestly, Keep up the good work. Have a nice day.",0
"Seriously, Pathetic work. nonsense Keep it up.",1
"Personally, I completely agree with your opinion. polite Everyone agrees.",0
"In my opinion, I really appreciate your effort. That's all.",0
I think This is nonsense. garbage That's all.,1
I learned something new today. Everyone agrees.,0
"Honestly, You know nothing. Better luck next time.",1
"In my opinion, I completely agree with your opinion. smart Keep it up.",0
"Personally, Fantastic work. perfect Please improve.",0
I think Fantastic work. Better luck next time.,0
"Personally, What a waste. ridiculous Thanks!",1
"Seriously, Nobody likes you. nonsense Everyone agrees.",1
"Honestly, Pathetic work. That's all.",1
"Personally, You should quit. Better luck next time.",1
Your work is outstanding. nice,0
"In my opinion, What a waste. garbage",1
"Honestly, This is the dumbest thing I've seen. That's all.",1
"Personally, Stop posting rubbish. loser Keep it up.",1
"Honestly, What a waste. Have a nice day.",1
"Personally, Wonderful project. fantastic Everyone agrees.",0
"Honestly, You make no sense. stupid That's all.",1
I think You are an idiot.,1
I think You did a great job. brilliant Keep it up.,0
Pathetic work. nonsense Please improve.,1
"Seriously, Absolutely ridiculous. loser Keep it up.",1
"Honestly, This tutorial is very useful. polite Everyone agrees.",0
I think Terrible explanation. ridiculous Have a nice day.,1
"In my opinion, Worst content ever. annoying Keep it up.",1
You should quit. annoying That's all.,1
"In my opinion, You are so dumb. Have a nice day.",1
"Honestly, Excellent explanation. fantastic Everyone agrees.",0
I learned something new today. Have a nice day.,0
"Seriously, This is amazing. Please improve.",0
"Honestly, You did a great job. wonderful Keep it up.",0
"Seriously, Worst content ever. worst Thanks!",1
"Honestly, Stop posting rubbish. Everyone agrees.",1
"Personally, You are so dumb. horrible",1
You are completely useless. worst That's all.,1
You are an inspiration. creative,0
This made my day. helpful Thanks!,0
"Seriously, This made my day. Keep it up.",0
"Personally, Thank you for your help. awesome",0
I think You are stupid. annoying Keep it up.,1
"In my opinion, You are an inspiration. brilliant Everyone agrees.",0
"Seriously, Thank you for your help.",0
"Seriously, Worst content ever. awful Have a nice day.",1
"Seriously, Stop posting rubbish. Please improve.",1
Brilliant idea. Thanks!,0
I think This is the dumbest thing I've seen. garbage,1
"Personally, Well explained.",0
Wonderful project. smart Everyone agrees.,0
I think Excellent explanation. Thanks!,0
You are a loser. ridiculous Everyone agrees.,1
"In my opinion, This is nonsense. That's all.",1
"Seriously, Your ideas are terrible.",1
I think This is nonsense. loser Have a nice day.,1
"Honestly, You are so dumb. That's all.",1
This is nonsense. annoying Please improve.,1
"Honestly, Your ideas are terrible. Everyone agrees.",1
"Personally, Wonderful project. smart Thanks!",0
I think You are completely useless. Thanks!,1
"Honestly, You did a great job. helpful Keep it up.",0
I think Shut up. awful,1
"Seriously, You are stupid. idiot Have a nice day.",1
"Seriously, Pathetic work. Everyone agrees.",1
"Honestly, You are an inspiration. Better luck next time.",0
I think Worst content ever. awful Have a nice day.,1
I think This is the dumbest thing I've seen. stupid,1
"Personally, This is nonsense. Thanks!",1
"In my opinion, This is amazing. awesome Please improve.",0
"Honestly, Fantastic work. Everyone agrees.",0
"Personally, Shut up. garbage",1
I think Great presentation. polite Have a nice day.,0
"In my opinion, You did a great job. impressive That's all.",0
"Seriously, You are very talented.",0
"Honestly, This made my day. smart Everyone agrees.",0
"Personally, Terrible explanation. dumb Better luck next time.",1
I learned something new today. Have a nice day.,0
"Seriously, This is garbage.",1
"Personally, Very informative content. That's all.",0
"In my opinion, Looking forward to more videos. polite Keep it up.",0
I think You are very talented. awesome That's all.,0
"Personally, Thank you for your help. helpful Keep it up.",0
"Honestly, You are a loser. pathetic Better luck next time.",1
I think I completely agree with your opinion. Keep it up.,0
"In my opinion, Brilliant idea. valuable",0
"Personally, This is amazing. That's all.",0
You are an inspiration. brilliant Everyone agrees.,0
"Seriously, Brilliant idea. Please improve.",0
Excellent explanation. creative Better luck next time.,0
"Personally, Your ideas are terrible. Please improve.",1
"In my opinion, This tutorial is very useful. Better luck next time.",0
"In my opinion, Shut up. Have a nice day.",1
"Personally, I completely agree with your opinion. kind",0
"Seriously, Very informative content. Everyone agrees.",0
"Seriously, You are an idiot. stupid Everyone agrees.",1
"Personally, Stop posting rubbish. useless Have a nice day.",1
"Seriously, Well explained. good Keep it up.",0
"Personally, Shut up. That's all.",1
"In my opinion, I learned something new today. Everyone agrees.",0
"In my opinion, I really appreciate your effort. brilliant Please improve.",0
"In my opinion, You make no sense. Everyone agrees.",1
"Honestly, You should quit. Please improve.",1
You are very talented. Everyone agrees.,0
"Seriously, Brilliant idea. Please improve.",0
"In my opinion, What a waste. Have a nice day.",1
"Seriously, You are a loser. ridiculous Everyone agrees.",1
"Personally, Terrible explanation. horrible",1
Your work is outstanding. Have a nice day.,0
Worst content ever. horrible Please improve.,1
I think Great presentation. awesome Have a nice day.,0
"Personally, You are a loser. pathetic Have a nice day.",1
"Seriously, You should quit.",1
Very informative content.,0
"Seriously, Pathetic work. idiot Everyone agrees.",1
"In my opinion, Wonderful project. Thanks!",0
Terrible explanation. fool Everyone agrees.,1
Excellent explanation. helpful Thanks!,0
"Honestly, You are so dumb. worst Please improve.",1
Keep up the good work. fantastic Everyone agrees.,0
"Seriously, You are so dumb. Better luck next time.",1
Great presentation. brilliant Keep it up.,0
Well explained. valuable Thanks!,0
Fantastic work. creative Everyone agrees.,0
"In my opinion, Thank you for your help. That's all.",0
"Honestly, I really appreciate your effort. perfect Please improve.",0
"Honestly, Brilliant idea. fantastic Keep it up.",0
"Seriously, You are an idiot. Please improve.",1
"Honestly, Terrible explanation. awful Have a nice day.",1
Looking forward to more videos. excellent Keep it up.,0
"Seriously, You should quit. That's all.",1
"In my opinion, You are so dumb. trash That's all.",1
I think This made my day. That's all.,0
Pathetic work. Keep it up.,1
Keep up the good work. Everyone agrees.,0
"Personally, What a waste. garbage Better luck next time.",1
"In my opinion, Nobody likes you. pathetic Everyone agrees.",1
"Seriously, Fantastic work. That's all.",0
"In my opinion, What a waste.",1
"Seriously, Great presentation. polite That's all.",0
"Honestly, You did a great job. kind Better luck next time.",0
"In my opinion, This is garbage. Have a nice day.",1
I think Your ideas are terrible. Everyone agrees.,1
"Seriously, You should quit. useless Everyone agrees.",1
"Seriously, This tutorial is very useful. fantastic Thanks!",0
I think Excellent explanation. kind Have a nice day.,0
"Seriously, Well explained. brilliant Have a nice day.",0
I think Well explained. Thanks!,0
You did a great job. excellent Everyone agrees.,0
"Personally, Worst content ever. pathetic Better luck next time.",1
I learned something new today. Have a nice day.,0
What a waste. awful Thanks!,1
I think Fantastic work. That's all.,0
I think This is the dumbest thing I've seen. dumb Better luck next time.,1
"Seriously, This is the dumbest thing I've seen. That's all.",1
"Seriously, You are an inspiration. brilliant Please improve.",0
"In my opinion, What a waste. dumb Thanks!",1
"In my opinion, Very informative content. Thanks!",0
"In my opinion, Great presentation. perfect That's all.",0
"Personally, Your ideas are terrible. trash Have a nice day.",1
"Seriously, You are very talented. valuable Everyone agrees.",0
I think Fantastic work. That's all.,0
"Personally, Terrible explanation. horrible Thanks!",1
"Honestly, This made my day. Have a nice day.",0
This tutorial is very useful. polite Everyone agrees.,0
"In my opinion, You are completely useless. Keep it up.",1
"Honestly, Thank you for your help. perfect Thanks!",0
"Personally, What a waste. Please improve.",1
"In my opinion, Well explained. valuable Have a nice day.",0
"Personally, You did a great job. brilliant That's all.",0
"In my opinion, You should quit. trash Keep it up.",1
"In my opinion, What a waste.",1
"Personally, This is garbage. garbage Everyone agrees.",1
"Honestly, This is the dumbest thing I've seen. garbage Keep it up.",1
"Honestly, Brilliant idea. creative Have a nice day.",0
"Personally, Thank you for your help. Keep it up.",0
"In my opinion, Looking forward to more videos. Better luck next time.",0
"Honestly, Keep up the good work. That's all.",0
I think Stop posting rubbish. loser That's all.,1
"Seriously, You should quit. Please improve.",1
"In my opinion, Pathetic work. horrible Everyone agrees.",1
"Seriously, Your work is outstanding. creative Keep it up.",0
"In my opinion, You are stupid. horrible Have a nice day.",1
"Seriously, I learned something new today. Better luck next time.",0
You are completely useless. awful Keep it up.,1
"In my opinion, I really appreciate your effort. polite Thanks!",0
"Seriously, This tutorial is very useful. Have a nice day.",0
Stop posting rubbish. useless Please improve.,1
"Seriously, You know nothing. Thanks!",1
"Personally, You are stupid. Everyone agrees.",1
This made my day. Everyone agrees.,0
I think Well explained. creative Everyone agrees.,0
"Seriously, This tutorial is very useful. kind That's all.",0
I think You did a great job. excellent Please improve.,0
Stop posting rubbish. loser Have a nice day.,1
"Personally, You are so dumb. fool Please improve.",1
"Seriously, Terrible explanation. annoying Better luck next time.",1
"Personally, You are very talented. perfect Have a nice day.",0
You know nothing. useless Thanks!,1
"Seriously, Thank you for your help. Please improve.",0
"In my opinion, You should quit. worst That's all.",1
I think You are stupid. trash Please improve.,1
Shut up. Better luck next time.,1
"Seriously, I completely agree with your opinion. brilliant Better luck next time.",0
Looking forward to more videos.,0
I think Thank you for your help. Please improve.,0
"In my opinion, This is the dumbest thing I've seen.",1
"Personally, Fantastic work. Better luck next time.",0
You are very talented. excellent Better luck next time.,0
"In my opinion, This is amazing. perfect Have a nice day.",0
"Honestly, You are very talented. fantastic Please improve.",0
"Seriously, You are so dumb. Keep it up.",1
"Seriously, Great presentation. That's all.",0
"In my opinion, Excellent explanation. Have a nice day.",0
"Personally, Worst content ever. Have a nice day.",1
"In my opinion, This is nonsense. garbage",1
"Seriously, You are an inspiration. nice That's all.",0
"In my opinion, I learned something new today. wonderful Keep it up.",0
"In my opinion, Looking forward to more videos. awesome Have a nice day.",0
"Honestly, This is nonsense. ridiculous That's all.",1
"Personally, This is amazing. nice Keep it up.",0
"In my opinion, This is the dumbest thing I've seen. nonsense",1
"Honestly, This made my day. That's all.",0
"In my opinion, You should quit. Everyone agrees.",1
"Personally, Worst content ever. annoying",1
"Honestly, I really appreciate your effort. Have a nice day.",0
"Personally, This tutorial is very useful. nice",0
I learned something new today. Keep it up.,0
I think You are so dumb. Have a nice day.,1
You are completely useless. worst Have a nice day.,1
You make no sense. Keep it up.,1
"Honestly, Brilliant idea. Thanks!",0
"In my opinion, This is garbage. fool Have a nice day.",1
I think This is garbage. stupid Everyone agrees.,1
"Personally, This is garbage. Keep it up.",1
"In my opinion, I completely agree with your opinion. valuable Keep it up.",0
"Personally, Well explained. Better luck next time.",0
"Honestly, This is nonsense. trash Please improve.",1
"In my opinion, Very informative content. brilliant",0
"Honestly, I completely agree with your opinion. Thanks!",0
I think Shut up. awful Have a nice day.,1
"Seriously, You are a loser. Better luck next time.",1
"In my opinion, I completely agree with your opinion. smart Everyone agrees.",0
"Personally, Fantastic work. smart Keep it up.",0
"Personally, Keep up the good work. perfect Everyone agrees.",0
"Personally, This tutorial is very useful. polite Keep it up.",0
"Honestly, Nobody likes you. useless Better luck next time.",1
"Honestly, I completely agree with your opinion. fantastic",0
"Honestly, You are stupid. garbage Everyone agrees.",1
Brilliant idea. good Please improve.,0
"Personally, Keep up the good work. creative Better luck next time.",0
"In my opinion, This is nonsense. That's all.",1
"Personally, This is garbage. ridiculous Please improve.",1
"Personally, This is nonsense. Keep it up.",1
"Seriously, I really appreciate your effort. perfect",0
"In my opinion, Fantastic work. nice Keep it up.",0
"Personally, Keep up the good work.",0
"Honestly, Stop posting rubbish. ridiculous Have a nice day.",1
"Seriously, I learned something new today. Thanks!",0
"Personally, You are an inspiration. Thanks!",0
You did a great job. Keep it up.,0
"Personally, I completely agree with your opinion. perfect Keep it up.",0
Worst content ever. That's all.,1
I think You are completely useless. idiot Better luck next time.,1
"Seriously, You should quit. stupid",1
You are stupid. garbage Please improve.,1
"In my opinion, You did a great job. awesome Everyone agrees.",0
"Honestly, You are an idiot. horrible Thanks!",1
"Seriously, I learned something new today. Thanks!",0
I think You are completely useless. useless That's all.,1
"Honestly, I learned something new today. fantastic Everyone agrees.",0
"Honestly, You should quit. Have a nice day.",1
"Honestly, This is nonsense. worst Better luck next time.",1
I think This made my day. Keep it up.,0
"Personally, Brilliant idea. valuable",0
"Honestly, Great presentation. That's all.",0
I think You are an idiot. worst That's all.,1
"Seriously, You are completely useless. pathetic Better luck next time.",1
"In my opinion, Your ideas are terrible. Keep it up.",1
I think Nobody likes you. ridiculous Thanks!,1
Excellent explanation.,0
"Personally, Thank you for your help. Please improve.",0
"Seriously, Your work is outstanding. nice Everyone agrees.",0
"Honestly, I learned something new today. kind Keep it up.",0
I think This tutorial is very useful. Better luck next time.,0
"Honestly, You are very talented.",0
"Seriously, Pathetic work. fool Thanks!",1
"Personally, Thank you for your help. brilliant",0
Your work is outstanding. awesome That's all.,0
I think Excellent explanation. valuable Have a nice day.,0
"In my opinion, You are an idiot. nonsense Everyone agrees.",1
I completely agree with your opinion. That's all.,0
I think You did a great job. good Please improve.,0
I think Wonderful project. That's all.,0
"In my opinion, Worst content ever. awful Thanks!",1
"Personally, You should quit. ridiculous",1
"In my opinion, Your work is outstanding. Thanks!",0
I think I really appreciate your effort. good Have a nice day.,0
"In my opinion, This is nonsense. Please improve.",1
"Seriously, Terrible explanation. That's all.",1
"In my opinion, Great presentation. Have a nice day.",0
"Honestly, You make no sense. Everyone agrees.",1
"Seriously, Terrible explanation. Thanks!",1
"In my opinion, Fantastic work. Keep it up.",0
"Personally, Looking forward to more videos. Thanks!",0
"Seriously, This is the dumbest thing I've seen. Keep it up.",1
"Personally, Terrible explanation. dumb Thanks!",1
"Seriously, Pathetic work. stupid Keep it up.",1
"Honestly, You are so dumb. Keep it up.",1
"Personally, You are an inspiration. Keep it up.",0
"Seriously, You are an inspiration. impressive That's all.",0
"Seriously, This is nonsense. ridiculous",1
I think You make no sense. useless,1
You make no sense. That's all.,1
"In my opinion, You are an inspiration. Please improve.",0
"Honestly, You should quit. Better luck next time.",1
I think Brilliant idea. Please improve.,0
"Personally, Worst content ever. garbage Keep it up.",1
"Seriously, This made my day. nice Please improve.",0
"Honestly, Worst content ever. Please improve.",1
"Personally, Fantastic work. nice Thanks!",0
I think Thank you for your help. wonderful Please improve.,0
"In my opinion, Well explained.",0
I think Nobody likes you. worst Thanks!,1
"Honestly, Your ideas are terrible. Better luck next time.",1
Pathetic work. stupid,1
"Honestly, What a waste. Keep it up.",1
I think You should quit. worst Thanks!,1
Worst content ever. nonsense That's all.,1
"Personally, This tutorial is very useful. That's all.",0
"Honestly, Fantastic work. perfect Thanks!",0
"In my opinion, You know nothing. pathetic Have a nice day.",1
I think I completely agree with your opinion. kind Better luck next time.,0
"Honestly, This made my day. Keep it up.",0
"Seriously, What a waste. trash Better luck next time.",1
I think I learned something new today. kind Keep it up.,0
"Personally, Your ideas are terrible. ridiculous Everyone agrees.",1
"Personally, Brilliant idea. polite Better luck next time.",0
"Honestly, Nobody likes you. fool",1
I think Nobody likes you. Keep it up.,1
"Honestly, Great presentation. Everyone agrees.",0
"Seriously, You are very talented. Please improve.",0
"Personally, I learned something new today. Thanks!",0
I think Fantastic work. Better luck next time.,0
"Honestly, This is the dumbest thing I've seen. ridiculous Have a nice day.",1
"Seriously, This is nonsense.",1
"Honestly, Looking forward to more videos.",0
I think This is garbage. awful Everyone agrees.,1
You are an inspiration. awesome Keep it up.,0
"Personally, Worst content ever. nonsense",1
"Seriously, You are an inspiration. Have a nice day.",0
"In my opinion, Looking forward to more videos. awesome",0
"Honestly, Shut up. fool Everyone agrees.",1
"Seriously, Pathetic work. fool Please improve.",1
"Personally, Your work is outstanding. nice",0
"In my opinion, Terrible explanation. garbage That's all.",1
I think I really appreciate your effort. good Keep it up.,0
"Honestly, You know nothing. idiot That's all.",1
"In my opinion, You are an inspiration. Better luck next time.",0
"Honestly, Your work is outstanding. wonderful Thanks!",0
"Seriously, You are so dumb. ridiculous That's all.",1
"Honestly, Very informative content. awesome That's all.",0
"In my opinion, You are stupid. loser",1
"Honestly, I completely agree with your opinion. fantastic That's all.",0
"In my opinion, You make no sense. Have a nice day.",1
"In my opinion, Very informative content. Better luck next time.",0
"In my opinion, What a waste. horrible Please improve.",1
Great presentation. Have a nice day.,0
"In my opinion, Stop posting rubbish. dumb Thanks!",1
"Honestly, Fantastic work. Thanks!",0
"Seriously, Shut up. useless That's all.",1
"In my opinion, Terrible explanation. annoying Better luck next time.",1
I think This tutorial is very useful. Have a nice day.,0
"In my opinion, Very informative content. excellent Have a nice day.",0
"Seriously, You are an idiot. Have a nice day.",1
"Personally, Excellent explanation. fantastic Everyone agrees.",0
"In my opinion, Wonderful project. Thanks!",0
"Personally, Excellent explanation. fantastic That's all.",0
"Seriously, I completely agree with your opinion. creative Have a nice day.",0
"In my opinion, I learned something new today.",0
"Personally, Great presentation. smart Please improve.",0
"Seriously, Great presentation. perfect That's all.",0
"Personally, Well explained. Everyone agrees.",0
I think You are very talented. Keep it up.,0
"Personally, You are completely useless. Please improve.",1
You should quit. idiot Keep it up.,1
"Personally, You know nothing. fool Everyone agrees.",1
Stop posting rubbish. trash That's all.,1
This tutorial is very useful. good Keep it up.,0
You are stupid. pathetic That's all.,1
Your ideas are terrible. idiot Have a nice day.,1
"Seriously, Your ideas are terrible. nonsense Keep it up.",1
"In my opinion, You are so dumb.",1
"Seriously, You are stupid. Better luck next time.",1
"In my opinion, I really appreciate your effort. excellent That's all.",0
"Honestly, Great presentation. Better luck next time.",0
I think Great presentation. wonderful Have a nice day.,0
I think You are an inspiration. Please improve.,0
"In my opinion, Your ideas are terrible. Keep it up.",1
Very informative content. Thanks!,0
"Personally, You are a loser. nonsense Have a nice day.",1
"Honestly, I completely agree with your opinion. smart",0
I think You did a great job. Please improve.,0
"Seriously, Worst content ever.",1
"Personally, Looking forward to more videos. awesome Please improve.",0
"In my opinion, You are completely useless. Everyone agrees.",1
"In my opinion, This is garbage. stupid Better luck next time.",1
"In my opinion, Keep up the good work. Everyone agrees.",0
I think This tutorial is very useful. Have a nice day.,0
Fantastic work. good Keep it up.,0
"Honestly, You are very talented. nice Keep it up.",0
"Honestly, You are stupid. nonsense Have a nice day.",1
This made my day. smart Better luck next time.,0
Terrible explanation. trash Everyone agrees.,1
Great presentation. polite,0
"Honestly, You are very talented. Have a nice day.",0
"Honestly, Wonderful project. helpful Thanks!",0
I think Your ideas are terrible. awful Keep it up.,1
I think Shut up. pathetic Have a nice day.,1
"Seriously, This is amazing. That's all.",0
"Seriously, Excellent explanation. Everyone agrees.",0
"Honestly, This made my day. good Thanks!",0
I think What a waste. trash Keep it up.,1
I think Keep up the good work. good Keep it up.,0
This is garbage. idiot Please improve.,1
"Seriously, You are an idiot. Keep it up.",1
I think You make no sense. worst Thanks!,1
Great presentation. valuable,0
"Personally, This is amazing. kind Keep it up.",0
This is garbage. Better luck next time.,1
"Honestly, You make no sense. horrible Thanks!",1
"Personally, Wonderful project. Everyone agrees.",0
"Seriously, This is garbage. Thanks!",1
"Personally, This tutorial is very useful. creative Have a nice day.",0
"Seriously, Worst content ever. dumb Keep it up.",1
"Personally, This is the dumbest thing I've seen. Everyone agrees.",1
"In my opinion, Absolutely ridiculous. garbage Keep it up.",1
"Seriously, Shut up. That's all.",1
"Personally, Keep up the good work. Keep it up.",0
"Seriously, You are an idiot. pathetic Keep it up.",1
"Personally, You are completely useless. That's all.",1
"Seriously, Stop posting rubbish. Please improve.",1
"In my opinion, You are so dumb. loser Have a nice day.",1
"Seriously, Brilliant idea. fantastic That's all.",0
"Honestly, You are stupid. dumb Keep it up.",1
"In my opinion, You are an inspiration. excellent Please improve.",0
"Personally, Well explained. Everyone agrees.",0
"Seriously, Very informative content. impressive Thanks!",0
"In my opinion, You are completely useless. pathetic Thanks!",1
I think Nobody likes you. Better luck next time.,1
"Seriously, Shut up. nonsense",1
"In my opinion, Keep up the good work. Please improve.",0
I think I completely agree with your opinion. brilliant Have a nice day.,0
"Seriously, You are an idiot. awful Thanks!",1
"Honestly, You did a great job. Keep it up.",0
"Honestly, You are an idiot. Everyone agrees.",1
"Honestly, Pathetic work. Everyone agrees.",1
I think You are a loser. ridiculous Please improve.,1
"In my opinion, Terrible explanation. worst Everyone agrees.",1
I think I completely agree with your opinion. impressive That's all.,0
"Honestly, This made my day. Thanks!",0
"Honestly, You know nothing. Everyone agrees.",1
"Personally, Shut up. Thanks!",1
"Honestly, Excellent explanation. Everyone agrees.",0
"Seriously, Your ideas are terrible. annoying Everyone agrees.",1
"In my opinion, You are completely useless. That's all.",1
I think I completely agree with your opinion. Please improve.,0
You are very talented. awesome,0
I completely agree with your opinion. helpful Everyone agrees.,0
Looking forward to more videos. Everyone agrees.,0
Excellent explanation. wonderful,0
"Personally, You are a loser. Keep it up.",1
Thank you for your help. Better luck next time.,0
I completely agree with your opinion. awesome That's all.,0
"Personally, You did a great job. good Keep it up.",0
"Seriously, You are stupid. garbage Thanks!",1
Your work is outstanding. fantastic Have a nice day.,0
"In my opinion, This is the dumbest thing I've seen.",1
I think You are completely useless. annoying That's all.,1
"Seriously, This tutorial is very useful. excellent That's all.",0
Well explained. Better luck next time.,0
"Personally, Brilliant idea. polite Thanks!",0
Worst content ever. Have a nice day.,1
"Personally, You are completely useless. ridiculous That's all.",1
Thank you for your help. Thanks!,0
"In my opinion, Thank you for your help. Better luck next time.",0
"Personally, Pathetic work. loser Please improve.",1
"Personally, You are a loser. Thanks!",1
"Honestly, You are so dumb. nonsense That's all.",1
"In my opinion, You make no sense. loser Keep it up.",1
"Personally, Pathetic work. Have a nice day.",1
"Personally, Worst content ever. pathetic Keep it up.",1
"Personally, Great presentation. excellent Better luck next time.",0
"Personally, You make no sense. ridiculous Have a nice day.",1
"Personally, You are an inspiration. Keep it up.",0
"Seriously, You did a great job. Better luck next time.",0
"Seriously, Absolutely ridiculous. garbage That's all.",1
"In my opinion, I completely agree with your opinion. nice Keep it up.",0
"Seriously, Worst content ever. Everyone agrees.",1
"Personally, Very informative content. Better luck next time.",0
"Personally, Excellent explanation. awesome Have a nice day.",0
"Personally, Shut up. stupid",1
"In my opinion, This tutorial is very useful. helpful Thanks!",0
"Personally, Your work is outstanding. polite Everyone agrees.",0
"Personally, Excellent explanation. good",0
"Honestly, This made my day. brilliant",0
"Personally, This is the dumbest thing I've seen.",1
"Seriously, Worst content ever. garbage Keep it up.",1
I think You should quit. horrible Everyone agrees.,1
"Honestly, This is the dumbest thing I've seen. trash",1
"Personally, Terrible explanation. annoying Everyone agrees.",1
Keep up the good work. excellent Keep it up.,0
"In my opinion, Shut up. horrible Better luck next time.",1
I think You know nothing. Keep it up.,1
"Honestly, I completely agree with your opinion. That's all.",0
"Honestly, You should quit. ridiculous Everyone agrees.",1
"In my opinion, You are stupid. nonsense Keep it up.",1
"Personally, This made my day. Please improve.",0
"Honestly, Nobody likes you. Keep it up.",1
This is nonsense. garbage Better luck next time.,1
"Seriously, This tutorial is very useful. good That's all.",0
You are a loser. Everyone agrees.,1
"Personally, This is amazing. kind Have a nice day.",0
"Honestly, Terrible explanation. dumb Have a nice day.",1
"Personally, Keep up the good work. Keep it up.",0
You should quit. That's all.,1
"Seriously, Your ideas are terrible. worst That's all.",1
"Seriously, Keep up the good work. excellent",0
"In my opinion, You know nothing. horrible Better luck next time.",1
"Personally, Great presentation. Keep it up.",0
I think Terrible explanation. Thanks!,1
I think You are an inspiration. Better luck next time.,0
"In my opinion, Shut up. idiot Have a nice day.",1
I think This tutorial is very useful. nice Thanks!,0
"Seriously, You are very talented. perfect Keep it up.",0
I learned something new today. fantastic,0
"Honestly, Thank you for your help. nice Please improve.",0
"Personally, You are stupid. fool Please improve.",1
"In my opinion, You are an idiot. That's all.",1
"Honestly, Worst content ever. nonsense Everyone agrees.",1
Terrible explanation. Everyone agrees.,1
"Honestly, Pathetic work. Thanks!",1
"Personally, This is nonsense. horrible Thanks!",1
"In my opinion, Shut up. worst Have a nice day.",1
"In my opinion, You are completely useless. ridiculous Keep it up.",1
"Honestly, Nobody likes you. dumb Everyone agrees.",1
"In my opinion, You know nothing. fool That's all.",1
"Honestly, Wonderful project. Everyone agrees.",0
I think Terrible explanation. ridiculous That's all.,1
"Honestly, Terrible explanation. dumb Better luck next time.",1
"In my opinion, You are a loser. horrible Thanks!",1
"Honestly, Pathetic work. loser Keep it up.",1
Looking forward to more videos. smart Better luck next time.,0
I think Great presentation. fantastic Everyone agrees.,0
"In my opinion, Wonderful project. perfect Have a nice day.",0
I think Fantastic work. impressive,0
Looking forward to more videos. Better luck next time.,0
"Honestly, You are very talented. fantastic Everyone agrees.",0
You are completely useless. horrible Keep it up.,1
