age,income_lakh,investment_lakh,risk_score,experience,market_exposure,diversification,previous_return,annual_return,return_binary,return_category
31,14.6,6.9,2,0,63.3,1,10.0,9.3,0,0
53,10.0,9.3,10,1,37.0,2,6.0,16.0,1,1
37,4.3,9.4,10,10,20.1,9,10.4,18.1,1,1
48,9.2,7.6,8,12,35.8,6,17.5,19.8,1,1
59,18.1,7.8,2,6,43.6,7,-0.6,9.6,0,0
45,8.3,11.9,8,16,15.2,4,-3.1,10.3,0,1
51,19.1,8.4,8,22,99.5,9,-3.1,23.4,1,2
23,22.1,4.7,9,8,79.7,10,15.5,31.0,1,2
48,19.6,11.1,8,23,27.2,6,0.8,17.1,1,1
21,22.2,7.3,9,18,50.7,7,24.0,28.9,1,2
56,20.7,9.6,2,29,45.6,4,22.1,22.7,1,2
28,5.7,6.9,8,30,90.7,8,4.9,21.3,1,2
57,12.6,14.4,2,18,52.7,9,-2.4,13.5,0,1
30,18.9,1.1,7,10,67.2,4,-3.2,11.7,0,1
54,13.8,11.6,10,20,24.0,6,0.2,21.4,1,2
53,22.9,8.6,8,13,63.7,4,3.5,21.2,1,2
32,19.5,7.0,4,30,98.5,3,22.6,24.8,1,2
36,3.1,4.4,4,1,61.0,3,15.9,11.3,0,1
25,7.9,1.0,7,20,74.2,1,-3.7,6.0,0,0
52,18.3,3.2,6,24,59.4,8,21.8,23.7,1,2
59,20.5,13.0,9,8,98.6,5,-4.6,22.9,1,2
48,19.8,4.9,9,22,20.3,4,20.2,24.0,1,2
47,10.2,1.9,2,0,76.7,5,2.3,9.8,0,0
24,11.8,10.1,7,0,36.9,6,3.0,16.0,1,1
37,4.2,11.3,6,30,43.7,10,17.4,23.4,1,2
34,8.4,10.0,2,26,67.7,9,10.5,17.8,1,1
23,21.0,13.1,5,12,51.8,5,9.9,22.4,1,2
21,8.9,5.8,9,29,71.0,3,3.2,16.1,1,1
55,19.4,7.3,1,13,95.5,1,11.7,16.5,1,1
23,16.3,4.3,1,6,28.8,1,-3.0,1.7,0,0
44,6.3,5.1,2,1,78.2,1,20.1,12.1,0,1
55,9.7,14.1,9,23,44.1,2,-2.2,18.2,1,1
59,10.9,2.7,9,26,37.6,9,-2.9,11.9,0,1
36,17.3,8.0,9,4,14.2,9,16.1,27.0,1,2
40,15.2,6.3,1,2,27.5,7,10.4,12.2,0,1
32,21.6,3.5,1,12,43.8,8,4.4,10.9,0,1
53,6.9,3.8,3,2,76.2,7,1.3,6.7,0,0
21,17.6,3.5,3,4,95.3,3,15.4,15.5,1,1
59,16.1,13.1,1,3,12.6,8,5.5,14.1,0,1
32,20.8,1.1,7,14,92.7,2,9.1,16.8,1,1
60,18.4,5.7,8,8,90.5,1,20.3,21.5,1,2
21,24.8,1.6,1,29,12.0,5,22.6,21.5,1,2
51,5.3,4.3,3,18,61.0,9,5.7,8.5,0,0
37,18.7,5.7,7,3,66.9,5,17.4,22.2,1,2
33,4.8,13.9,2,3,18.3,10,21.7,19.1,1,1
30,15.9,13.9,6,22,87.4,2,-1.0,18.3,1,1
50,15.1,3.5,9,8,87.1,9,1.9,19.4,1,1
38,4.4,2.1,4,15,74.7,5,14.8,13.6,0,1
56,25.0,8.7,3,29,47.9,9,2.0,22.1,1,2
31,10.4,10.3,6,1,51.8,2,22.3,18.8,1,1
54,3.0,4.0,10,29,30.7,3,20.6,16.4,1,1
26,8.6,5.8,4,26,77.5,1,2.6,11.0,0,1
59,23.4,7.3,10,15,22.8,8,-4.3,17.7,1,1
43,22.8,11.6,1,30,46.7,5,-3.5,15.3,1,1
29,23.8,14.6,6,1,22.3,10,0.3,23.9,1,2
32,9.1,8.9,4,9,76.2,9,-4.1,13.5,0,1
51,5.1,2.8,1,1,62.2,10,12.4,9.8,0,0
30,20.1,2.9,3,24,20.5,3,8.9,11.8,0,1
45,17.2,9.0,2,30,20.8,10,21.1,25.3,1,2
29,22.9,9.7,2,12,17.1,10,0.0,16.1,1,1
24,12.4,11.3,10,16,17.7,7,-1.3,20.6,1,2
43,24.0,7.6,3,1,84.4,1,3.7,16.0,1,1
43,10.4,10.9,5,24,21.2,6,10.8,12.3,0,1
46,22.9,14.7,8,8,58.1,2,17.2,27.4,1,2
55,24.2,8.2,7,12,86.5,8,6.0,24.0,1,2
33,6.4,10.4,9,6,89.7,5,19.1,23.3,1,2
60,10.2,14.7,4,21,57.4,3,2.6,15.3,1,1
28,22.8,6.2,5,19,45.8,9,14.3,23.5,1,2
52,17.7,7.3,6,17,98.8,5,0.7,19.5,1,1
27,8.5,5.1,2,26,35.6,9,14.8,16.2,1,1
45,19.1,0.7,4,5,68.5,10,5.4,13.7,0,1
49,15.5,11.6,6,24,39.2,4,3.3,15.1,1,1
25,14.2,7.6,1,0,97.7,1,-2.7,9.6,0,0
37,20.2,4.1,2,17,38.4,3,3.2,7.1,0,0
43,13.8,3.5,6,27,82.0,10,-0.3,20.9,1,2
31,19.9,14.0,4,30,27.2,1,-3.5,12.9,0,1
45,14.3,8.1,2,15,26.4,6,9.6,14.2,0,1
53,3.6,4.4,5,15,27.9,6,16.5,12.8,0,1
59,18.8,12.3,7,1,32.4,1,-4.3,14.2,0,1
47,17.4,3.7,3,6,11.8,4,-2.3,10.2,0,1
53,20.7,1.7,8,19,69.7,1,18.7,17.5,1,1
30,3.5,1.8,8,28,29.4,6,-3.0,8.3,0,0
47,20.2,5.7,2,8,12.5,3,-4.0,6.8,0,0
49,18.8,3.4,7,12,27.3,9,11.5,21.8,1,2
45,14.7,10.5,10,14,52.9,6,14.0,24.5,1,2
26,3.4,13.5,1,3,32.2,5,14.2,15.4,1,1
24,21.8,14.2,10,25,40.9,6,-2.9,22.5,1,2
60,7.9,6.9,4,30,95.5,6,1.3,11.1,0,1
35,9.2,7.6,9,5,23.1,6,24.6,20.5,1,2
24,23.8,14.0,7,17,95.5,3,22.9,34.3,1,2
41,7.1,9.1,6,24,85.6,3,17.3,20.8,1,2
21,4.3,5.1,9,0,39.2,8,1.5,13.2,0,1
45,14.7,14.2,1,19,18.1,6,2.5,14.1,0,1
58,15.4,7.3,9,2,87.6,1,11.1,19.1,1,1
34,5.1,4.2,7,13,77.9,6,4.0,12.5,0,1
43,24.1,7.6,6,29,48.2,8,7.5,24.0,1,2
50,7.8,1.0,9,25,22.7,9,-1.8,9.5,0,0
40,3.1,14.4,4,23,32.1,9,4.4,16.5,1,1
30,7.3,14.8,8,20,25.5,5,20.9,25.2,1,2
53,8.4,14.5,6,18,67.3,9,10.8,23.9,1,2
59,21.4,9.4,2,30,52.1,10,-1.1,19.2,1,1
57,8.3,13.6,9,19,47.6,3,7.0,19.6,1,1
34,21.5,12.1,5,18,45.9,4,6.3,23.7,1,2
56,7.4,9.4,3,21,46.3,9,21.0,22.8,1,2
53,24.9,2.6,4,7,73.2,2,19.3,19.7,1,1
59,18.1,8.0,3,20,26.8,7,-2.3,14.6,0,1
34,11.3,7.0,7,13,74.2,8,3.9,17.8,1,1
52,7.1,10.5,5,8,67.2,9,-2.4,10.7,0,1
36,5.5,3.3,8,14,49.6,2,19.0,16.8,1,1
55,24.7,7.2,4,11,33.7,2,18.4,22.1,1,2
43,14.2,14.6,4,24,61.6,3,4.3,18.9,1,1
38,14.2,13.5,4,7,44.2,3,1.6,14.4,0,1
28,17.2,13.9,10,21,67.4,4,6.3,27.0,1,2
29,23.8,13.2,8,23,66.0,1,5.1,23.0,1,2
50,22.3,12.1,3,7,39.4,9,24.1,30.2,1,2
21,8.2,3.8,1,26,12.1,3,-0.2,6.5,0,0
35,18.8,14.8,5,7,53.2,10,1.6,21.6,1,2
34,19.6,0.7,3,17,85.7,10,23.2,21.6,1,2
58,10.7,3.9,10,19,72.6,7,17.5,24.6,1,2
46,12.8,12.5,6,11,72.0,2,-4.5,16.0,1,1
45,4.1,10.5,9,17,64.7,10,16.7,27.2,1,2
34,7.2,6.9,10,28,92.0,4,19.5,24.7,1,2
45,25.0,13.3,7,14,89.1,5,7.4,25.2,1,2
44,16.9,11.9,7,18,48.0,7,22.1,26.8,1,2
34,3.7,5.9,3,6,16.1,2,20.9,13.3,0,1
21,4.2,9.4,4,24,33.3,2,-3.4,11.2,0,1
42,18.4,2.8,7,8,28.3,6,20.6,19.3,1,1
24,11.0,9.6,3,12,53.6,9,21.9,20.9,1,2
42,7.3,1.3,2,12,25.1,7,13.2,14.0,0,1
44,5.2,3.2,3,12,65.4,7,14.4,12.7,0,1
25,6.2,6.6,6,4,99.4,3,13.4,16.4,1,1
28,21.3,3.7,9,12,17.3,7,4.2,18.0,1,1
51,8.7,11.6,2,22,80.1,6,10.8,20.6,1,2
54,15.9,3.9,9,8,14.5,10,19.8,25.5,1,2
47,9.1,2.0,9,8,31.7,1,12.8,13.5,0,1
52,8.7,14.8,9,22,39.7,10,7.8,21.9,1,2
48,24.5,2.2,3,23,17.6,3,5.3,10.6,0,1
36,22.0,4.7,8,24,50.6,2,6.9,22.0,1,2
60,8.4,1.4,2,4,93.8,7,23.5,20.6,1,2
46,4.8,13.8,7,11,22.6,4,8.9,19.4,1,1
22,22.7,12.1,4,29,95.1,5,20.7,31.7,1,2
34,11.2,10.2,2,20,91.7,8,7.5,17.6,1,1
38,13.7,10.2,1,25,85.4,10,9.3,22.5,1,2
39,19.6,6.8,4,13,91.8,1,11.8,16.2,1,1
37,15.6,7.0,10,30,11.8,4,12.1,22.9,1,2
58,19.7,0.8,9,25,30.6,7,-1.2,14.6,0,1
39,12.6,10.9,6,14,52.5,8,22.8,26.1,1,2
32,22.2,13.5,2,0,34.5,6,-1.8,17.6,1,1
51,20.7,2.3,4,19,13.4,1,8.1,11.3,0,1
33,24.8,7.0,4,17,24.0,8,5.0,19.9,1,1
35,24.9,5.2,3,9,63.0,9,2.1,15.5,1,1
44,24.9,12.7,7,2,18.1,8,9.9,23.8,1,2
31,22.4,8.3,8,8,83.1,9,17.8,28.3,1,2
32,15.3,7.2,7,19,26.7,4,4.8,12.6,0,1
46,18.9,2.2,10,10,69.6,10,13.6,22.9,1,2
30,15.5,0.6,10,11,25.8,1,12.4,15.8,1,1
23,7.6,9.4,6,8,50.8,5,-1.4,10.8,0,1
54,14.8,4.4,8,1,58.6,1,13.0,15.4,1,1
33,11.0,11.5,9,29,54.9,2,19.5,26.6,1,2
24,15.7,1.0,1,20,54.6,4,0.1,7.0,0,0
38,9.5,11.7,7,20,31.6,8,24.8,26.0,1,2
22,6.4,5.7,4,7,87.2,9,0.7,13.8,0,1
22,14.8,2.7,7,18,63.7,6,10.9,17.4,1,1
57,22.1,2.1,1,5,89.0,7,16.4,18.1,1,1
33,9.3,5.5,2,29,79.7,3,15.6,15.3,1,1
43,13.9,13.2,3,14,76.2,7,2.3,16.3,1,1
34,23.3,7.8,7,16,54.3,4,-2.9,16.4,1,1
23,4.7,13.6,1,12,19.6,9,16.0,15.9,1,1
44,12.7,12.8,6,22,46.0,5,7.4,17.8,1,1
34,8.7,13.6,6,3,79.4,10,0.7,19.9,1,1
37,14.3,6.7,7,20,46.0,5,2.9,16.9,1,1
43,13.7,0.7,4,9,88.7,5,0.1,9.7,0,0
38,17.6,2.4,2,3,59.7,5,24.4,16.8,1,1
37,19.6,2.1,3,30,23.1,7,22.7,22.2,1,2
55,11.0,6.6,4,28,53.9,4,-4.2,13.0,0,1
29,15.5,0.8,1,28,78.0,4,18.5,17.4,1,1
51,12.9,1.4,5,20,83.7,5,12.4,16.8,1,1
24,16.8,2.0,4,23,31.0,8,-0.4,10.6,0,1
41,6.4,4.6,5,5,30.4,3,4.0,8.8,0,0
37,14.8,5.8,10,21,65.0,3,7.6,19.7,1,1
27,13.6,1.8,3,11,70.5,1,16.9,13.8,0,1
36,3.4,11.6,10,26,59.9,1,17.1,20.4,1,2
32,9.2,5.4,1,26,28.7,7,8.7,10.0,0,1
34,6.2,2.1,2,17,58.3,1,22.5,13.6,0,1
43,23.1,1.6,10,8,17.1,2,7.9,18.4,1,1
46,9.6,13.3,7,3,71.9,8,4.4,17.9,1,1
22,19.0,0.8,5,12,25.2,2,-4.8,4.0,0,0
38,21.2,5.5,9,11,20.6,8,19.6,24.4,1,2
31,19.4,0.9,6,11,44.9,8,5.8,17.5,1,1
52,13.0,9.4,7,0,32.6,4,-2.8,11.1,0,1
59,9.2,13.4,6,15,59.6,2,19.2,20.7,1,2
50,7.5,0.9,9,1,76.3,5,3.6,13.2,0,1
56,3.5,12.3,1,17,38.6,4,2.5,11.2,0,1
23,12.0,10.3,3,30,68.0,1,16.7,18.3,1,1
32,8.8,1.0,4,1,68.8,8,2.4,8.0,0,0
32,21.3,6.5,6,17,93.6,8,18.3,27.8,1,2
30,7.6,9.9,3,15,14.7,10,-2.9,14.3,0,1
49,18.1,0.9,6,4,38.6,8,0.7,11.7,0,1
59,14.6,12.4,10,17,84.3,4,21.7,31.0,1,2
57,17.0,9.9,6,1,25.5,7,13.5,23.1,1,2
55,24.5,9.9,9,19,39.1,4,0.6,21.4,1,2
24,21.2,2.2,8,24,59.8,4,20.4,23.5,1,2
52,16.9,6.6,1,9,83.0,6,8.1,14.3,0,1
36,11.7,10.7,8,17,31.0,8,18.6,24.6,1,2
31,3.4,4.8,10,30,82.4,4,-1.9,12.4,0,1
25,9.2,14.9,8,25,32.9,10,11.8,18.9,1,1
33,21.8,13.8,3,4,42.3,10,5.6,21.9,1,2
29,22.9,6.2,6,6,82.9,4,21.5,23.3,1,2
43,4.2,14.3,3,7,38.5,4,8.0,15.7,1,1
58,22.8,12.3,6,12,35.3,1,18.5,21.6,1,2
48,7.9,10.7,3,14,71.9,2,2.5,13.7,0,1
37,6.9,13.9,10,11,96.2,3,15.4,22.4,1,2
48,5.6,11.5,4,24,19.6,10,-3.3,11.3,0,1
23,4.8,6.3,10,23,55.6,5,-4.3,16.7,1,1
45,8.9,11.8,5,22,99.7,5,1.2,19.1,1,1
53,20.9,13.5,7,24,76.7,6,22.0,31.3,1,2
52,16.2,14.9,3,25,60.1,5,19.5,24.0,1,2
50,15.2,7.3,8,12,99.8,2,10.5,20.8,1,2
22,22.8,12.8,9,12,65.2,9,9.9,29.5,1,2
29,16.2,6.6,10,23,90.8,2,-4.9,18.9,1,1
35,21.0,2.6,8,12,81.7,10,21.1,28.9,1,2
42,21.1,5.8,3,18,97.8,9,14.8,22.3,1,2
49,6.6,2.4,10,11,64.6,8,13.1,15.5,1,1
26,10.4,10.5,5,5,95.3,5,24.9,24.7,1,2
22,9.1,4.4,6,9,13.6,2,2.4,9.5,0,0
26,4.9,4.9,4,14,55.5,6,14.7,11.8,0,1
35,22.6,14.7,5,28,97.1,7,16.3,29.2,1,2
59,11.5,6.2,1,30,73.3,6,16.0,18.4,1,1
45,8.6,6.1,7,10,72.9,1,14.2,13.1,0,1
21,12.5,7.4,1,17,86.4,2,10.0,12.2,0,1
50,22.9,14.3,9,7,15.4,7,5.7,23.8,1,2
24,18.7,7.3,9,23,91.5,9,3.2,24.2,1,2
26,23.5,10.1,9,7,92.7,8,23.0,35.4,1,2
32,3.6,6.1,1,20,61.3,4,9.9,7.1,0,0
38,9.2,3.8,5,21,41.5,5,12.2,12.3,0,1
58,20.6,2.4,4,15,84.4,8,20.9,24.3,1,2
55,13.4,2.3,3,30,24.7,1,23.6,14.5,0,1
40,21.7,6.3,1,3,98.0,8,20.5,19.3,1,1
59,10.2,12.3,8,15,77.0,8,21.0,25.7,1,2
40,4.7,12.0,5,13,87.8,2,4.2,14.4,0,1
28,14.4,14.3,7,5,32.5,1,9.3,18.9,1,1
28,19.3,1.3,8,8,64.1,2,8.1,16.3,1,1
37,5.3,8.0,6,29,66.1,4,19.2,20.3,1,2
30,25.0,12.6,7,5,84.6,10,16.2,36.1,1,2
48,23.6,3.1,5,10,49.4,1,5.5,14.8,0,1
22,7.7,11.0,7,5,64.7,6,5.9,22.0,1,2
30,24.3,12.5,9,24,95.8,6,-3.1,27.0,1,2
48,4.8,7.7,1,11,78.4,1,-1.2,1.5,0,0
28,22.9,11.7,9,14,40.5,1,5.8,22.2,1,2
38,6.3,13.0,3,21,77.9,6,14.5,18.2,1,1
32,14.3,9.5,9,3,98.3,7,16.1,28.3,1,2
54,17.9,11.3,4,15,94.1,1,-5.0,11.0,0,1
51,16.2,10.5,5,12,31.1,7,17.1,23.2,1,2
51,11.8,6.7,10,8,58.0,7,18.2,21.1,1,2
33,21.1,4.4,6,30,19.3,7,7.8,15.1,1,1
30,16.4,3.4,5,22,35.1,4,2.2,14.8,0,1
22,7.8,6.2,10,28,59.5,10,7.0,21.6,1,2
38,7.6,3.1,4,9,64.8,8,6.2,10.7,0,1
60,19.8,12.5,6,4,84.8,10,9.6,29.3,1,2
37,9.0,7.2,9,0,31.4,4,10.6,20.0,1,1
26,3.8,10.1,7,23,70.5,9,-1.4,18.5,1,1
23,5.2,10.8,7,18,41.5,2,-1.5,8.9,0,0
57,11.5,10.3,4,17,98.0,4,9.8,18.6,1,1
48,22.8,11.9,7,3,43.6,5,-3.6,17.4,1,1
59,19.2,2.7,8,11,43.3,2,16.3,19.2,1,1
39,23.0,10.0,1,13,34.2,3,0.9,13.8,0,1
46,14.7,3.1,3,9,85.8,4,-1.6,8.4,0,0
53,9.5,13.2,1,12,26.4,4,19.5,12.2,0,1
26,14.0,5.0,10,29,37.5,4,11.1,21.2,1,2
60,5.4,1.4,5,11,98.3,6,21.8,16.3,1,1
31,24.5,12.1,8,17,74.8,10,11.0,29.1,1,2
49,8.3,8.6,1,15,85.3,6,3.3,12.0,0,1
45,22.8,2.8,6,6,12.9,9,2.5,18.8,1,1
24,17.3,4.4,9,9,93.1,9,18.8,26.7,1,2
32,18.9,1.0,5,2,55.4,10,6.7,13.8,0,1
29,19.9,11.3,5,18,48.4,6,10.7,22.6,1,2
37,4.7,11.7,5,20,78.5,7,20.5,24.0,1,2
52,11.1,10.3,6,7,65.1,3,19.5,19.5,1,1
54,9.9,2.6,8,24,80.4,6,3.8,19.2,1,1
39,11.4,0.6,1,30,85.0,3,17.4,11.5,0,1
54,17.9,1.5,1,15,52.2,4,1.6,5.5,0,0
32,6.1,11.3,4,24,28.3,8,9.2,16.4,1,1
52,21.8,13.1,1,5,52.5,10,6.7,20.1,1,2
57,21.9,6.9,6,20,35.5,5,13.6,23.9,1,2
33,10.0,13.7,8,21,26.0,6,23.0,25.5,1,2
33,14.2,13.4,1,25,25.0,3,3.1,9.7,0,0
36,8.8,9.4,6,1,73.4,6,16.6,20.0,1,1
45,14.1,4.8,5,10,89.2,2,21.7,18.4,1,1
23,23.0,3.5,9,4,30.9,3,-3.0,14.7,0,1
50,13.8,14.7,1,20,31.0,9,-2.0,15.6,1,1
29,19.6,11.9,10,23,60.9,5,7.9,28.1,1,2
40,5.2,10.9,1,25,54.0,8,0.2,11.4,0,1
31,8.3,14.8,5,20,79.6,2,7.4,16.8,1,1
42,16.9,10.6,9,29,29.8,5,17.9,30.1,1,2
54,3.4,1.1,3,15,49.5,2,-2.9,2.2,0,0
24,8.4,8.4,7,11,83.4,5,8.4,19.8,1,1
42,22.0,3.4,10,2,55.8,4,7.9,20.1,1,2
33,4.6,8.8,6,23,88.8,1,-0.8,12.4,0,1
54,20.9,9.8,3,30,24.1,1,23.2,21.7,1,2
49,3.7,12.5,1,21,58.6,10,8.7,13.5,0,1
40,19.5,4.8,4,15,15.8,10,-1.7,14.7,0,1
60,17.9,9.5,6,1,35.3,3,7.2,15.8,1,1
26,12.1,3.3,2,1,74.7,4,11.6,11.3,0,1
47,22.3,4.7,9,22,25.2,7,8.6,19.7,1,1
31,3.0,2.6,5,27,64.4,3,21.1,14.5,0,1
42,17.6,14.7,1,23,59.0,4,1.3,17.7,1,1
32,21.7,9.1,9,10,16.6,1,8.6,21.7,1,2
59,24.8,5.5,10,3,20.6,9,1.5,22.4,1,2
33,6.5,6.4,5,9,25.2,2,22.6,10.1,0,1
29,11.5,4.5,7,26,15.7,6,6.9,11.6,0,1
52,22.8,13.5,4,2,68.8,10,7.9,20.6,1,2
54,11.9,14.0,2,15,92.4,10,21.1,29.7,1,2
60,17.4,0.5,4,1,45.1,6,24.3,19.1,1,1
35,17.3,1.6,8,18,36.5,3,7.3,11.5,0,1
30,17.9,6.6,6,27,83.6,6,12.1,23.7,1,2
32,7.4,3.6,10,8,61.3,4,10.1,16.1,1,1
33,4.2,15.0,9,21,86.1,6,-1.9,19.5,1,1
45,21.0,6.4,9,14,39.2,8,20.1,32.6,1,2
25,16.0,3.9,6,23,81.1,7,-2.6,16.6,1,1
50,23.5,5.8,5,19,26.9,5,24.4,23.7,1,2
52,13.0,5.7,5,16,26.0,6,-0.2,9.6,0,0
56,23.6,3.5,3,27,53.0,2,14.5,21.1,1,2
29,12.7,6.8,5,29,32.5,3,9.8,13.4,0,1
22,5.3,11.1,1,17,57.2,4,3.1,7.9,0,0
25,7.3,1.4,10,25,16.0,6,10.7,16.7,1,1
47,14.1,5.7,7,18,34.2,9,-0.7,12.7,0,1
39,13.9,14.9,4,20,60.2,7,0.4,21.2,1,2
48,12.2,13.1,3,1,65.2,3,11.4,18.9,1,1
39,5.2,1.5,1,3,16.5,9,-2.6,-0.5,0,0
24,5.7,3.1,7,9,99.2,2,-0.2,9.3,0,0
39,5.6,3.7,9,6,92.3,8,-1.3,11.9,0,1
42,21.4,4.0,2,15,69.6,9,21.8,22.0,1,2
33,8.0,9.5,6,21,14.2,4,9.6,14.5,0,1
57,14.9,1.0,7,6,80.9,3,-2.6,13.6,0,1
50,10.7,14.2,8,6,16.9,5,16.8,20.8,1,2
55,21.1,8.9,1,9,48.5,2,4.7,15.1,1,1
52,19.6,10.1,5,24,49.3,9,3.6,19.0,1,1
22,14.5,10.8,8,12,45.0,2,20.3,24.1,1,2
57,16.0,11.8,3,22,85.8,8,11.5,20.9,1,2
40,9.3,3.5,10,12,71.4,4,9.9,15.7,1,1
37,13.9,1.4,3,30,83.8,2,4.0,13.0,0,1
38,11.9,2.5,2,28,98.1,6,3.6,13.9,0,1
32,8.9,5.8,6,17,24.3,2,21.0,19.4,1,1
42,13.3,13.6,9,17,12.8,8,12.7,24.9,1,2
57,11.6,1.4,2,2,30.3,5,-0.7,2.3,0,0
58,21.8,0.9,4,13,89.9,6,-4.7,13.5,0,1
25,13.3,11.8,1,5,26.4,6,-2.3,12.2,0,1
48,4.0,1.7,4,18,30.3,3,21.1,8.6,0,0
21,3.6,4.1,6,24,74.0,8,8.7,14.7,0,1
34,17.3,2.4,3,26,29.6,3,7.6,10.5,0,1
54,5.4,1.0,9,27,87.0,7,23.2,21.4,1,2
47,6.3,5.5,6,1,27.6,6,-4.4,6.2,0,0
58,8.4,7.3,1,14,47.3,8,5.1,10.7,0,1
21,6.7,2.6,8,24,29.5,8,0.1,10.0,0,1
54,16.9,7.6,8,5,65.1,9,-4.9,15.9,1,1
45,10.1,12.9,8,19,17.3,7,-1.0,16.3,1,1
35,11.1,2.4,7,8,81.6,7,22.1,22.3,1,2
37,8.8,8.7,5,26,81.6,6,16.3,25.8,1,2
60,7.9,11.6,4,13,54.8,1,-4.5,11.2,0,1
54,15.5,6.8,1,10,97.3,5,13.6,17.7,1,1
40,13.6,1.6,6,21,98.5,7,11.3,18.3,1,1
23,5.5,9.3,9,10,29.1,3,23.3,21.0,1,2
57,20.3,7.4,1,20,31.9,6,10.2,13.6,0,1
28,15.2,12.6,4,6,95.0,5,10.6,20.0,1,1
39,25.0,4.6,3,1,25.7,9,7.3,17.2,1,1
31,3.5,6.4,9,17,17.2,3,13.6,16.0,1,1
51,15.7,5.0,6,22,50.1,1,-0.0,10.6,0,1
22,9.5,7.5,5,6,40.8,9,-3.9,13.2,0,1
25,7.0,2.8,6,3,36.9,3,-1.7,4.8,0,0
26,7.9,6.7,1,2,76.4,7,9.1,10.5,0,1
26,16.5,7.8,5,19,11.7,6,21.3,23.0,1,2
49,9.1,1.4,4,24,90.4,7,2.8,13.3,0,1
59,19.4,12.2,4,13,99.8,9,-3.0,21.5,1,2
49,14.3,8.6,2,7,36.1,1,4.2,4.8,0,0
41,18.2,2.7,9,0,13.2,5,2.2,10.9,0,1
57,8.0,9.3,2,11,44.3,2,16.3,14.9,0,1
45,21.8,7.4,5,28,72.3,1,5.3,15.8,1,1
56,20.5,10.9,1,3,84.8,5,0.2,13.2,0,1
59,5.0,12.5,4,22,98.7,1,-0.6,11.6,0,1
46,9.0,3.7,2,2,70.5,10,9.3,10.8,0,1
60,22.0,10.7,1,0,61.0,10,15.9,22.9,1,2
56,19.7,11.5,10,26,56.3,7,3.7,26.7,1,2
40,4.5,6.1,8,26,29.3,9,15.1,20.2,1,2
39,5.2,14.9,10,23,60.8,5,-3.4,19.4,1,1
54,12.2,6.7,10,23,30.8,6,-0.1,15.8,1,1
56,6.6,5.9,8,19,15.4,1,5.1,11.8,0,1
51,5.3,14.1,7,19,63.5,7,11.2,21.1,1,2
37,23.3,5.8,8,24,39.5,3,20.8,27.6,1,2
25,6.8,14.8,1,13,69.9,7,2.9,13.5,0,1
30,19.3,3.8,6,20,74.0,9,1.8,21.3,1,2
58,14.5,6.8,10,28,36.6,8,-0.3,18.0,1,1
39,20.3,0.8,9,14,52.8,5,8.5,20.5,1,2
27,10.1,1.4,5,15,15.3,10,-2.3,3.3,0,0
49,16.8,14.7,3,8,62.8,10,-0.1,18.1,1,1
50,3.9,11.8,10,20,61.7,7,5.3,18.7,1,1
56,3.7,12.3,7,7,63.0,4,2.2,12.8,0,1
34,5.4,13.7,6,17,47.0,10,-0.1,20.2,1,2
28,21.4,9.5,9,26,43.1,2,4.6,26.4,1,2
49,5.3,11.3,7,20,33.9,9,6.5,18.3,1,1
32,16.9,14.9,7,15,59.2,7,-2.2,21.1,1,2
23,12.3,14.0,4,26,42.8,6,0.3,18.7,1,1
37,21.9,14.4,6,4,81.4,3,4.9,26.2,1,2
49,11.0,8.6,1,20,81.4,2,8.0,12.8,0,1
37,7.0,12.7,6,18,29.8,8,14.4,20.3,1,2
25,7.8,9.1,4,18,10.5,5,1.9,9.0,0,0
26,17.7,13.0,8,29,38.4,9,19.9,34.9,1,2
42,13.7,6.4,1,15,28.5,3,-4.8,1.7,0,0
38,9.8,14.0,4,12,99.1,8,14.7,24.6,1,2
60,12.3,4.2,6,20,75.3,6,-2.8,13.1,0,1
25,11.5,8.9,1,8,93.1,3,18.0,15.4,1,1
28,4.6,9.0,10,1,72.4,2,13.9,20.5,1,2
31,18.4,1.7,8,6,42.4,4,5.4,13.0,0,1
50,14.6,6.1,10,17,78.4,4,21.4,28.8,1,2
51,6.5,3.1,4,11,39.7,6,2.9,6.8,0,0
57,9.3,12.3,3,23,84.8,7,16.6,22.0,1,2
44,21.7,2.1,7,27,16.0,1,9.6,15.4,1,1
28,22.9,7.6,2,1,46.6,2,-0.3,8.6,0,0
34,12.1,13.1,3,12,85.7,10,2.3,20.2,1,2
57,18.9,7.4,8,14,49.4,8,9.1,20.0,1,1
23,16.6,14.2,8,17,25.4,5,1.5,21.6,1,2
47,4.7,7.5,3,16,23.4,5,8.1,9.7,0,0
57,15.7,12.5,1,26,78.6,10,-1.1,18.8,1,1
24,19.2,9.2,6,27,47.8,2,9.8,19.3,1,1
54,3.5,12.8,6,19,24.3,9,-1.3,13.6,0,1
54,8.9,4.8,3,29,80.1,5,21.2,18.9,1,1
37,24.6,13.3,4,1,16.4,6,20.7,27.7,1,2
60,3.0,7.1,4,16,74.1,6,-2.2,11.1,0,1
30,12.4,7.2,6,13,59.3,1,10.8,14.6,0,1
49,3.3,4.2,8,18,81.9,6,-3.0,13.2,0,1
56,13.4,3.2,4,10,57.5,8,18.0,17.9,1,1
23,20.6,5.2,5,26,38.6,2,8.6,13.6,0,1
38,19.3,12.5,1,10,48.2,1,14.1,20.0,1,1
51,20.5,11.1,10,25,55.0,6,-2.5,23.7,1,2
